province,phufull,season,year,week,day,date,Flu Test,A(H1)pdm09 Positive,A(H3) Positive,Total Flu A Positive,Total Flu B Positive,Total Flu Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,Adeno Test,Adeno Positive,HMPV Test,HMPV Positive,Rhino Test,Rhino Positive,Coron Test,Coron Positive,A(UnS) Positive,Entero/Rhino Test,Entero/Rhino Positive,HCOV Test,HCOV Positive,SARS-CoV-2 Test,SARS-CoV-2 Positive,ADV Test,ADV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
Alberta,Alberta,2014-2015,2014,42,6.0,2014-10-18,450.0,0.0,12.0,19.0,3.0,22.0,450.0,3.0,450.0,15.0,0.0,0.0,0.0,0.0,450.0,5.0,450.0,0.0,450.0,110.0,450.0,0.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,33,6.0,2015-08-15,241.0,0.0,3.0,3.0,0.0,3.0,241.0,0.0,241.0,4.0,0.0,0.0,0.0,0.0,241.0,2.0,241.0,0.0,241.0,34.0,241.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2022-2023,2023,2,6.0,2023-01-14,4385.0,24.0,23.0,88.0,1.0,89.0,3902.0,605.0,1559.0,6.0,2.0,32.0,5.0,0.0,1557.0,15.0,1553.0,58.0,,,,,41.0,1538.0,67.0,1559.0,22.0,6645.0,971.0,,,,,,
Alberta,Alberta,2014-2015,2015,4,6.0,2015-01-24,780.0,0.0,40.0,52.0,32.0,84.0,780.0,141.0,780.0,17.0,0.0,0.0,0.0,0.0,780.0,5.0,780.0,2.0,780.0,51.0,780.0,33.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,25,6.0,2015-06-20,270.0,0.0,1.0,1.0,2.0,3.0,270.0,0.0,270.0,5.0,0.0,0.0,0.0,0.0,270.0,3.0,270.0,17.0,270.0,60.0,270.0,0.0,,,,,,,,,,,,,
Alberta,Alberta,2019-2020,2020,13,6.0,2020-03-28,2622.0,19.0,5.0,24.0,23.0,47.0,2622.0,0.0,2622.0,6.0,3.0,4.0,8.0,0.0,2622.0,28.0,2622.0,101.0,,,2622.0,114.0,0.0,2622.0,154.0,,,,,,,,,,
Alberta,Alberta,2020-2021,2020,37,6.0,2020-09-12,1940.0,0.0,0.0,0.0,0.0,0.0,1940.0,0.0,1940.0,0.0,0.0,0.0,0.0,0.0,1940.0,4.0,1940.0,0.0,,,1940.0,0.0,0.0,1940.0,132.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2020-2021,2021,19,6.0,2021-05-15,1923.0,1.0,0.0,1.0,0.0,1.0,517.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,517.0,3.0,517.0,0.0,,,517.0,1.0,0.0,517.0,52.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2020-2021,2020,38,6.0,2020-09-19,2299.0,0.0,0.0,0.0,0.0,0.0,2298.0,0.0,2298.0,0.0,0.0,0.0,0.0,0.0,2298.0,4.0,2298.0,0.0,,,2298.0,0.0,0.0,2298.0,189.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2022-2023,2023,3,6.0,2023-01-21,3769.0,20.0,9.0,54.0,14.0,68.0,3307.0,433.0,1314.0,9.0,1.0,37.0,2.0,0.0,1314.0,11.0,1313.0,56.0,,,,,25.0,1292.0,73.0,1314.0,17.0,5730.0,690.0,,,,,,
Alberta,Alberta,2014-2015,2015,17,6.0,2015-04-25,482.0,0.0,0.0,0.0,37.0,37.0,482.0,23.0,482.0,38.0,0.0,0.0,0.0,0.0,482.0,8.0,482.0,16.0,482.0,77.0,482.0,9.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,18,6.0,2015-05-02,492.0,0.0,0.0,1.0,31.0,32.0,492.0,10.0,492.0,24.0,0.0,0.0,0.0,0.0,492.0,11.0,492.0,27.0,492.0,114.0,492.0,3.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,19,6.0,2015-05-09,391.0,0.0,0.0,1.0,25.0,26.0,391.0,5.0,391.0,23.0,0.0,0.0,0.0,0.0,391.0,8.0,391.0,30.0,391.0,78.0,391.0,2.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,20,6.0,2015-05-16,366.0,0.0,1.0,1.0,21.0,22.0,366.0,5.0,366.0,32.0,0.0,0.0,0.0,0.0,366.0,6.0,366.0,29.0,366.0,84.0,366.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,21,6.0,2015-05-23,359.0,0.0,0.0,0.0,16.0,16.0,359.0,2.0,359.0,18.0,0.0,0.0,0.0,0.0,359.0,8.0,359.0,24.0,359.0,82.0,359.0,2.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,22,6.0,2015-05-30,315.0,0.0,1.0,1.0,15.0,16.0,315.0,2.0,315.0,20.0,0.0,0.0,0.0,0.0,315.0,12.0,315.0,13.0,315.0,48.0,315.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,23,6.0,2015-06-06,286.0,0.0,3.0,3.0,9.0,12.0,286.0,0.0,286.0,10.0,0.0,0.0,0.0,0.0,286.0,8.0,286.0,11.0,286.0,52.0,286.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2015-2016,2015,49,6.0,2015-12-05,481.0,0.0,4.0,8.0,2.0,10.0,481.0,9.0,481.0,40.0,0.0,0.0,0.0,0.0,481.0,7.0,481.0,22.0,481.0,62.0,481.0,8.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,32,6.0,2015-08-08,206.0,0.0,1.0,1.0,0.0,1.0,206.0,0.0,206.0,1.0,0.0,0.0,0.0,0.0,206.0,0.0,206.0,0.0,206.0,39.0,206.0,0.0,,,,,,,,,,,,,
Alberta,Alberta,2020-2021,2020,47,6.0,2020-11-21,4679.0,0.0,0.0,0.0,0.0,0.0,4661.0,0.0,4661.0,0.0,2.0,0.0,0.0,0.0,4661.0,5.0,4661.0,1.0,,,4661.0,3.0,0.0,4661.0,313.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2022-2023,2022,48,6.0,2022-12-03,4160.0,41.0,824.0,1066.0,1.0,1067.0,3128.0,286.0,1644.0,14.0,3.0,28.0,0.0,0.0,1644.0,16.0,1642.0,17.0,,,,,201.0,1618.0,55.0,1644.0,45.0,8546.0,1216.0,,,,,,
Alberta,Alberta,2014-2015,2015,34,6.0,2015-08-22,246.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,246.0,8.0,0.0,0.0,0.0,0.0,246.0,4.0,246.0,3.0,246.0,40.0,246.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2020-2021,2020,49,6.0,2020-12-05,4016.0,0.0,0.0,1.0,0.0,1.0,1821.0,0.0,1821.0,0.0,0.0,0.0,0.0,0.0,1821.0,5.0,1821.0,0.0,,,1821.0,1.0,1.0,1821.0,108.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2014-2015,2015,6,6.0,2015-02-07,844.0,0.0,22.0,31.0,33.0,64.0,844.0,247.0,844.0,19.0,0.0,0.0,0.0,0.0,844.0,5.0,844.0,15.0,844.0,75.0,844.0,35.0,,,,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,31,6.0,2015-08-01,199.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,199.0,3.0,0.0,0.0,0.0,0.0,199.0,4.0,199.0,3.0,199.0,30.0,199.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2020-2021,2020,46,6.0,2020-11-14,5027.0,0.0,0.0,0.0,0.0,0.0,4903.0,0.0,4903.0,0.0,2.0,0.0,0.0,0.0,4903.0,5.0,4903.0,0.0,,,4903.0,2.0,0.0,4903.0,342.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2020-2021,2020,45,6.0,2020-11-07,5155.0,0.0,0.0,0.0,0.0,0.0,5025.0,0.0,5025.0,0.0,0.0,0.0,1.0,0.0,5025.0,3.0,5025.0,0.0,,,5025.0,1.0,0.0,5025.0,405.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2020-2021,2020,48,6.0,2020-11-28,4754.0,0.0,0.0,0.0,0.0,0.0,4501.0,0.0,4501.0,0.0,0.0,0.0,0.0,0.0,4501.0,5.0,4501.0,0.0,,,4501.0,1.0,0.0,4501.0,284.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2014-2015,2015,30,6.0,2015-07-25,228.0,0.0,0.0,1.0,0.0,1.0,228.0,3.0,228.0,4.0,0.0,0.0,0.0,0.0,228.0,2.0,228.0,3.0,228.0,38.0,228.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2020-2021,2020,43,6.0,2020-10-24,3510.0,0.0,0.0,0.0,0.0,0.0,3510.0,0.0,3510.0,0.0,1.0,1.0,0.0,0.0,3510.0,7.0,3510.0,0.0,,,3510.0,0.0,0.0,3510.0,350.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2019-2020,2020,17,6.0,2020-04-25,5735.0,0.0,1.0,1.0,0.0,1.0,5733.0,0.0,5733.0,0.0,1.0,2.0,2.0,0.0,5733.0,41.0,5733.0,21.0,,,5733.0,25.0,0.0,5733.0,165.0,,,,,,,,,,
Alberta,Alberta,2014-2015,2015,13,6.0,2015-03-28,542.0,0.0,11.0,14.0,45.0,59.0,542.0,54.0,542.0,33.0,0.0,0.0,0.0,0.0,542.0,3.0,542.0,31.0,542.0,101.0,542.0,9.0,,,,,,,,,,,,,
Alberta,Alberta,2020-2021,2021,10,6.0,2021-03-13,2752.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,735.0,0.0,0.0,0.0,0.0,0.0,735.0,3.0,735.0,0.0,,,735.0,1.0,0.0,735.0,46.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2019-2020,2020,30,6.0,2020-07-25,2512.0,0.0,0.0,0.0,0.0,0.0,2512.0,0.0,2512.0,0.0,0.0,0.0,0.0,0.0,2512.0,4.0,2512.0,0.0,,,2512.0,1.0,0.0,2512.0,116.0,,,,,,,,,,
Alberta,Alberta,2022-2023,2022,44,6.0,2022-11-05,3200.0,19.0,521.0,653.0,0.0,653.0,2675.0,100.0,1119.0,7.0,1.0,29.0,1.0,0.0,1119.0,15.0,1118.0,9.0,,,,,113.0,1100.0,103.0,1119.0,69.0,0.0,0.0,,,,,,
Alberta,Alberta,2014-2015,2014,37,6.0,2014-09-13,350.0,0.0,2.0,3.0,2.0,5.0,350.0,2.0,350.0,3.0,0.0,0.0,0.0,0.0,350.0,2.0,350.0,0.0,350.0,114.0,350.0,0.0,,,,,,,,,,,,,
Alberta,Alberta,2020-2021,2021,14,6.0,2021-04-10,2513.0,0.0,0.0,0.0,0.0,0.0,763.0,0.0,763.0,0.0,0.0,0.0,1.0,0.0,763.0,4.0,763.0,0.0,,,763.0,1.0,0.0,763.0,90.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2014-2015,2014,47,6.0,2014-11-22,603.0,0.0,99.0,139.0,5.0,144.0,603.0,10.0,603.0,32.0,0.0,0.0,0.0,0.0,603.0,7.0,603.0,1.0,603.0,93.0,603.0,1.0,,,,,,,,,,,,,
Alberta,Alberta,2020-2021,2021,7,6.0,2021-02-20,2264.0,0.0,0.0,1.0,0.0,1.0,553.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,553.0,1.0,553.0,0.0,,,553.0,1.0,1.0,553.0,45.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2022-2023,2022,49,6.0,2022-12-10,4065.0,50.0,427.0,740.0,2.0,742.0,3322.0,375.0,1585.0,5.0,4.0,46.0,1.0,0.0,1584.0,18.0,1583.0,34.0,,,,,263.0,1573.0,59.0,1585.0,60.0,7697.0,1090.0,,,,,,
Alberta,Alberta,2022-2023,2022,50,6.0,2022-12-17,3860.0,79.0,344.0,505.0,0.0,505.0,3215.0,567.0,1272.0,7.0,1.0,31.0,2.0,0.0,1272.0,20.0,1270.0,38.0,,,,,82.0,1255.0,52.0,1272.0,55.0,7594.0,999.0,,,,,,
Alberta,Alberta,2022-2023,2022,52,6.0,2022-12-31,2666.0,64.0,116.0,199.0,2.0,201.0,2196.0,416.0,1313.0,8.0,1.0,33.0,1.0,0.0,1312.0,16.0,1311.0,61.0,,,,,19.0,1302.0,67.0,1313.0,35.0,5842.0,931.0,,,,,,
Alberta,Alberta,2022-2023,2023,1,6.0,2023-01-07,4562.0,50.0,47.0,162.0,0.0,162.0,4124.0,751.0,1469.0,3.0,0.0,32.0,1.0,0.0,1468.0,16.0,1469.0,76.0,,,,,65.0,1455.0,52.0,1469.0,29.0,6498.0,1009.0,,,,,,
Alberta,Alberta,2020-2021,2020,44,6.0,2020-10-31,4393.0,0.0,0.0,0.0,0.0,0.0,4393.0,0.0,4393.0,0.0,1.0,0.0,0.0,0.0,4393.0,2.0,4393.0,2.0,,,4393.0,0.0,0.0,4393.0,362.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2022-2023,2022,47,6.0,2022-11-26,4541.0,85.0,1058.0,1437.0,0.0,1437.0,3478.0,242.0,1509.0,6.0,3.0,28.0,1.0,0.0,1508.0,15.0,1509.0,18.0,,,,,294.0,1496.0,48.0,1509.0,58.0,10207.0,1441.0,,,,,,
Alberta,Alberta,2019-2020,2020,15,6.0,2020-04-11,4022.0,5.0,0.0,5.0,0.0,5.0,4020.0,0.0,4020.0,3.0,2.0,2.0,6.0,0.0,4020.0,30.0,4020.0,63.0,,,4020.0,92.0,0.0,4020.0,195.0,,,,,,,,,,
Alberta,Alberta,2020-2021,2020,42,6.0,2020-10-17,2876.0,0.0,0.0,0.0,0.0,0.0,2876.0,0.0,2876.0,0.0,0.0,0.0,0.0,0.0,2876.0,6.0,2876.0,0.0,,,2876.0,0.0,0.0,2876.0,332.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2020-2021,2021,20,6.0,2021-05-22,1454.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,449.0,0.0,0.0,1.0,0.0,0.0,449.0,2.0,449.0,0.0,,,449.0,1.0,0.0,449.0,32.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2014-2015,2015,1,6.0,2015-01-03,1591.0,0.0,257.0,394.0,32.0,426.0,1591.0,171.0,1591.0,56.0,0.0,0.0,0.0,0.0,1591.0,12.0,1591.0,7.0,1591.0,75.0,1591.0,35.0,,,,,,,,,,,,,
Alberta,Alberta,2022-2023,2022,45,6.0,2022-11-12,3719.0,34.0,904.0,1166.0,2.0,1168.0,2928.0,106.0,1416.0,7.0,4.0,35.0,3.0,0.0,1416.0,17.0,1411.0,8.0,,,,,228.0,1390.0,97.0,1416.0,69.0,0.0,0.0,,,,,,
Alberta,Alberta,2019-2020,2020,29,6.0,2020-07-18,2623.0,0.0,0.0,0.0,0.0,0.0,2623.0,0.0,2623.0,0.0,2.0,0.0,0.0,0.0,2623.0,5.0,2623.0,0.0,,,2623.0,1.0,0.0,2623.0,118.0,,,,,,,,,,
Alberta,Alberta,2022-2023,2022,46,6.0,2022-11-19,4210.0,42.0,966.0,1353.0,3.0,1356.0,3276.0,187.0,1754.0,7.0,6.0,28.0,2.0,0.0,1753.0,15.0,1751.0,21.0,,,,,345.0,1735.0,92.0,1754.0,104.0,0.0,0.0,,,,,,
Alberta,Alberta,2020-2021,2021,22,6.0,2021-06-05,983.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,308.0,1.0,308.0,0.0,,,308.0,0.0,0.0,308.0,17.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2020-2021,2021,21,6.0,2021-05-29,1209.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,385.0,0.0,,,385.0,0.0,0.0,385.0,22.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2020-2021,2020,35,6.0,2020-08-29,1751.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,1750.0,1.0,0.0,0.0,0.0,0.0,1750.0,2.0,1750.0,0.0,,,1750.0,1.0,0.0,1750.0,102.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2021-2022,2021,48,6.0,2021-12-04,2145.0,0.0,1.0,1.0,0.0,1.0,734.0,115.0,734.0,0.0,6.0,30.0,9.0,0.0,734.0,9.0,734.0,2.0,,,,,0.0,734.0,117.0,734.0,77.0,,,,,,,,
Alberta,Alberta,2015-2016,2016,8,6.0,2016-02-27,1315.0,322.0,6.0,419.0,108.0,527.0,1315.0,64.0,1315.0,27.0,0.0,0.0,0.0,0.0,1315.0,8.0,1315.0,82.0,1315.0,51.0,1315.0,19.0,,,,,,,,,,,,,
Alberta,Alberta,2022-2023,2022,36,6.0,2022-09-10,1622.0,0.0,1.0,2.0,2.0,4.0,1476.0,8.0,702.0,2.0,2.0,9.0,1.0,0.0,702.0,12.0,702.0,3.0,,,,,1.0,688.0,135.0,702.0,5.0,0.0,0.0,,,,,,
Alberta,Alberta,2022-2023,2022,37,6.0,2022-09-17,1802.0,1.0,2.0,4.0,0.0,4.0,1626.0,12.0,787.0,1.0,0.0,10.0,1.0,0.0,787.0,5.0,787.0,3.0,,,,,1.0,781.0,166.0,787.0,3.0,0.0,0.0,,,,,,
Alberta,Alberta,2022-2023,2023,23,6.0,2023-06-10,1973.0,12.0,0.0,12.0,6.0,18.0,1917.0,3.0,626.0,3.0,7.0,9.0,1.0,0.0,626.0,13.0,626.0,0.0,,,,,0.0,611.0,79.0,626.0,5.0,2949.0,136.0,,,,,,
Alberta,Alberta,2022-2023,2023,16,6.0,2023-04-22,1635.0,1.0,2.0,5.0,21.0,26.0,1468.0,12.0,952.0,13.0,5.0,9.0,19.0,0.0,952.0,15.0,952.0,21.0,,,,,2.0,942.0,105.0,952.0,31.0,3839.0,407.0,,,,,,
Alberta,Alberta,2021-2022,2022,33,6.0,2022-08-20,1627.0,0.0,3.0,4.0,0.0,4.0,1432.0,15.0,697.0,0.0,2.0,13.0,3.0,0.0,695.0,17.0,696.0,3.0,,,,,1.0,688.0,62.0,697.0,3.0,,,,,,,,
Alberta,Alberta,2023-2024,2024,41,,2023-2024,2636,10,3,13,1,,2357,16,29,1,0,0,0,0,,,29,0,,,,,0,,,,,5590,972,29,0,28,4,29,1
Alberta,Alberta,2015-2016,2016,10,6.0,2016-03-12,1246.0,254.0,6.0,294.0,152.0,446.0,1246.0,65.0,1246.0,15.0,0.0,0.0,0.0,0.0,1246.0,8.0,1246.0,65.0,1246.0,80.0,1246.0,24.0,,,,,,,,,,,,,
Alberta,Alberta,2021-2022,2021,43,6.0,2021-10-30,1702.0,0.0,0.0,0.0,0.0,0.0,626.0,19.0,626.0,0.0,0.0,48.0,3.0,0.0,626.0,4.0,626.0,0.0,,,,,0.0,626.0,113.0,626.0,13.0,,,,,,,,
Alberta,Alberta,2014-2015,2014,39,6.0,2014-09-27,568.0,0.0,10.0,13.0,1.0,14.0,568.0,1.0,568.0,6.0,0.0,0.0,0.0,0.0,568.0,5.0,568.0,0.0,568.0,225.0,568.0,0.0,,,,,,,,,,,,,
Alberta,Alberta,2021-2022,2022,3,6.0,2022-01-22,2156.0,0.0,0.0,0.0,0.0,0.0,939.0,106.0,939.0,0.0,0.0,2.0,0.0,0.0,939.0,5.0,939.0,1.0,,,,,0.0,939.0,51.0,939.0,57.0,,,,,,,,
Alberta,Alberta,2019-2020,2020,10,6.0,2020-03-07,1812.0,183.0,33.0,265.0,82.0,347.0,1471.0,0.0,1471.0,9.0,4.0,4.0,3.0,0.0,1471.0,22.0,1471.0,98.0,,,1471.0,89.0,49.0,1471.0,139.0,,,,,,,,,,
Alberta,Alberta,2022-2023,2023,13,6.0,2023-04-01,2712.0,5.0,0.0,10.0,44.0,54.0,2514.0,29.0,1020.0,9.0,1.0,25.0,7.0,0.0,1020.0,13.0,1019.0,37.0,,,,,5.0,1012.0,89.0,1020.0,32.0,4409.0,396.0,,,,,,
Alberta,Alberta,2022-2023,2023,28,6.0,2023-07-15,1654.0,7.0,0.0,7.0,1.0,8.0,1597.0,3.0,505.0,3.0,1.0,2.0,2.0,0.0,505.0,16.0,504.0,1.0,,,,,0.0,497.0,92.0,505.0,2.0,2102.0,70.0,,,,,,
Alberta,Alberta,2014-2015,2015,8,6.0,2015-02-21,739.0,0.0,15.0,23.0,39.0,62.0,739.0,163.0,739.0,27.0,0.0,0.0,0.0,0.0,739.0,7.0,739.0,7.0,739.0,68.0,739.0,33.0,,,,,,,,,,,,,
Alberta,Alberta,2022-2023,2022,35,6.0,2022-09-03,1516.0,2.0,3.0,8.0,1.0,9.0,1313.0,11.0,656.0,2.0,1.0,14.0,0.0,0.0,655.0,17.0,656.0,3.0,,,,,3.0,638.0,104.0,656.0,2.0,0.0,0.0,,,,,,
Alberta,Alberta,2020-2021,2020,40,6.0,2020-10-03,2623.0,0.0,0.0,0.0,0.0,0.0,2622.0,0.0,2622.0,0.0,0.0,0.0,0.0,0.0,2622.0,3.0,2622.0,0.0,,,2622.0,1.0,0.0,2622.0,321.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2022-2023,2023,15,6.0,2023-04-15,2679.0,4.0,0.0,10.0,47.0,57.0,2514.0,17.0,1011.0,13.0,4.0,22.0,12.0,0.0,1011.0,26.0,1010.0,24.0,,,,,6.0,996.0,105.0,1011.0,34.0,3751.0,320.0,,,,,,
Alberta,Alberta,2021-2022,2021,36,6.0,2021-09-11,1607.0,0.0,0.0,0.0,0.0,0.0,761.0,2.0,761.0,0.0,1.0,11.0,0.0,0.0,761.0,5.0,761.0,0.0,,,,,0.0,761.0,155.0,761.0,7.0,,,,,,,,
Alberta,Alberta,2022-2023,2023,25,6.0,2023-06-24,1805.0,6.0,0.0,7.0,3.0,10.0,1754.0,1.0,532.0,6.0,5.0,7.0,0.0,0.0,532.0,5.0,531.0,0.0,,,,,1.0,526.0,76.0,532.0,3.0,2289.0,94.0,,,,,,
Alberta,Alberta,2022-2023,2023,27,6.0,2023-07-08,1712.0,7.0,1.0,9.0,5.0,14.0,1642.0,0.0,524.0,5.0,8.0,0.0,0.0,0.0,522.0,13.0,523.0,1.0,,,,,1.0,519.0,87.0,524.0,4.0,2193.0,68.0,,,,,,
Alberta,Alberta,2022-2023,2023,29,6.0,2023-07-22,1727.0,2.0,0.0,3.0,0.0,3.0,1664.0,3.0,553.0,1.0,5.0,1.0,1.0,0.0,553.0,20.0,552.0,1.0,,,,,1.0,545.0,90.0,553.0,2.0,2177.0,112.0,,,,,,
Alberta,Alberta,2020-2021,2021,32,6.0,2021-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Alberta,Alberta,2022-2023,2023,31,6.0,2023-08-05,1709.0,4.0,1.0,6.0,2.0,8.0,1659.0,9.0,532.0,1.0,4.0,1.0,0.0,0.0,532.0,10.0,530.0,0.0,,,,,1.0,521.0,70.0,532.0,1.0,2128.0,160.0,,,,,,
Alberta,Alberta,2022-2023,2023,30,6.0,2023-07-29,1790.0,3.0,0.0,3.0,1.0,4.0,1705.0,0.0,553.0,3.0,6.0,0.0,0.0,0.0,553.0,22.0,548.0,0.0,,,,,0.0,543.0,85.0,553.0,2.0,2218.0,165.0,,,,,,
Alberta,Alberta,2022-2023,2023,26,6.0,2023-07-01,1810.0,8.0,0.0,10.0,2.0,12.0,1737.0,2.0,481.0,2.0,4.0,1.0,0.0,0.0,480.0,12.0,479.0,1.0,,,,,2.0,474.0,78.0,480.0,6.0,2334.0,104.0,,,,,,
Alberta,Alberta,2023-2024,2024,49,,2023-2024,5452,1051,39,1458,32,,5089,288,1133,2,4,9,0,0,,,1114,1,,,,,56,,,,,7459,860,1133,15,1125,71,1133,20
Alberta,Alberta,2023-2024,2024,43,,2023-2024,3042,48,13,62,7,,2852,40,643,2,1,0,0,0,,,42,0,,,,,1,,,,,5528,900,643,8,634,104,643,3
Alberta,Alberta,2022-2023,2023,22,6.0,2023-06-03,2287.0,8.0,0.0,8.0,14.0,22.0,2198.0,7.0,810.0,4.0,6.0,5.0,2.0,0.0,810.0,8.0,810.0,0.0,,,,,0.0,810.0,76.0,810.0,11.0,3111.0,217.0,,,,,,
Alberta,Alberta,2023-2024,2024,10,,2023-2024,4215,44,11,63,245,,3990,127,1022,3,2,34,0,0,,,967,0,,,,,1,,,,,4737,316,1022,12,1015,74,1022,47
Alberta,Alberta,2022-2023,2023,7,6.0,2023-02-18,3006.0,21.0,3.0,42.0,14.0,56.0,2783.0,140.0,1055.0,8.0,1.0,24.0,1.0,0.0,1055.0,15.0,1052.0,55.0,,,,,18.0,1036.0,105.0,1055.0,18.0,5122.0,441.0,,,,,,
Alberta,Alberta,2019-2020,2020,16,6.0,2020-04-18,4965.0,2.0,0.0,2.0,2.0,4.0,4965.0,0.0,4965.0,1.0,5.0,0.0,5.0,0.0,4965.0,51.0,4965.0,38.0,,,4965.0,69.0,0.0,4965.0,191.0,,,,,,,,,,
Alberta,Alberta,2023-2024,2024,12,,2023-2024,4325,24,13,39,351,,4088,100,1047,2,1,53,0,0,,,984,1,,,,,0,,,,,4524,262,1046,4,1038,73,1047,68
Alberta,Alberta,2023-2024,2024,19,,2023-2024,3975,15,10,31,166,,3742,27,982,3,0,64,0,0,,,898,2,,,,,0,,,,,4140,283,982,6,977,100,982,48
Alberta,Alberta,2023-2024,2024,45,,2023-2024,3484,227,22,266,13,,3242,81,850,4,4,4,0,0,,,832,0,,,,,17,,,,,5761,923,850,13,834,83,850,4
Alberta,Alberta,2023-2024,2024,19,,2023-2024,3975,15,10,31,166,,3742,27,982,3,0,64,0,0,,,898,2,,,,,0,,,,,4140,283,982,6,977,100,982,48
Alberta,Alberta,2022-2023,2023,11,6.0,2023-03-18,2898.0,6.0,2.0,12.0,58.0,70.0,2683.0,37.0,1097.0,22.0,3.0,33.0,2.0,0.0,1097.0,14.0,1097.0,44.0,,,,,4.0,1067.0,105.0,1097.0,20.0,4421.0,388.0,,,,,,
Alberta,Alberta,2022-2023,2023,4,6.0,2023-01-28,3322.0,16.0,6.0,39.0,10.0,49.0,2834.0,349.0,1108.0,7.0,1.0,21.0,0.0,0.0,1107.0,15.0,1107.0,47.0,,,,,17.0,1100.0,97.0,1108.0,19.0,5008.0,629.0,,,,,,
Alberta,Alberta,2021-2022,2021,44,6.0,2021-11-06,1853.0,0.0,0.0,0.0,0.0,0.0,669.0,28.0,669.0,0.0,0.0,48.0,0.0,0.0,669.0,8.0,669.0,3.0,,,,,0.0,669.0,107.0,669.0,31.0,,,,,,,,
Alberta,Alberta,2022-2023,2023,10,6.0,2023-03-11,2614.0,6.0,2.0,12.0,25.0,37.0,2437.0,53.0,1007.0,12.0,6.0,15.0,1.0,0.0,1007.0,26.0,1005.0,38.0,,,,,4.0,989.0,103.0,1007.0,17.0,4408.0,406.0,,,,,,
Alberta,Alberta,2021-2022,2021,38,6.0,2021-09-25,1692.0,0.0,0.0,0.0,0.0,0.0,633.0,4.0,633.0,0.0,0.0,13.0,1.0,0.0,633.0,3.0,633.0,0.0,,,,,0.0,633.0,142.0,633.0,8.0,,,,,,,,
Alberta,Alberta,2022-2023,2023,8,6.0,2023-02-25,2979.0,7.0,6.0,26.0,18.0,44.0,2728.0,106.0,1006.0,6.0,0.0,25.0,1.0,0.0,1005.0,15.0,1005.0,36.0,,,,,13.0,993.0,92.0,1006.0,10.0,4748.0,391.0,,,,,,
